account_id,customer_name,account_type,branch,transaction_type,transaction_amount,account_balance,currency,transaction_date,year,month,month_name,day,weekday,transaction_direction,transaction_category,net_amount
ACC09057,Pamela Williams,Savings,Philadelphia,Debit,7868.67,80758.19,GBP,2022-02-19,2022,2,February,19,Saturday,Outflow,Transfer,-6052.82
ACC09058,Brooke Jackson,Savings,Chicago,Credit,7342.75,13316.15,EUR,2023-03-22,2023,3,March,22,Wednesday,Inflow,Bills,7342.75
ACC09059,Kim Leblanc,Recurring Deposit,Phoenix,Credit,8157.27,11911.8,EUR,2024-10-27,2024,10,October,27,Sunday,Inflow,Food,6274.82
ACC09060,Joann Curry,Current,San Diego,Credit,7534.94,63524.48,INR,2024-07-28,2024,7,July,28,Sunday,Inflow,Bills,5796.11
ACC09061,Jennifer Bond,Current,Chicago,Debit,1273.11,47780.61,EUR,2024-11-26,2024,11,November,26,Tuesday,Outflow,Salary,-1273.11
ACC09062,James Williams,Savings,Chicago,Debit,2670.56,71634.83,JPY,2023-05-30,2023,5,May,30,Tuesday,Outflow,Bills,-2670.56
ACC09063,Jessica Santana,Savings,Chicago,Debit,2885.72,26776.76,USD,2023-08-18,2023,8,August,18,Friday,Outflow,Food,-2885.72
ACC09064,Julie Gonzalez DDS,Recurring Deposit,Phoenix,Debit,2879.28,96926.25,JPY,2024-02-10,2024,2,February,10,Saturday,Outflow,Food,-2214.83
ACC09065,Lee Anderson,Fixed Deposit,Los Angeles,Debit,1385.8,60287.43,EUR,2022-12-06,2022,12,December,6,Tuesday,Outflow,Transfer,-1385.8
ACC09066,Willie White,Fixed Deposit,Phoenix,Debit,3880.96,39991.12,INR,2023-09-06,2023,9,September,6,Wednesday,Outflow,Food,-3880.96
ACC09067,Caroline Walker,Current,Phoenix,Credit,7548.68,67092.96,USD,2023-02-02,2023,2,February,2,Thursday,Inflow,Food,3774.34
ACC09068,Karen Smith,Current,Los Angeles,Debit,2605.3,1482.27,JPY,2022-01-04,2022,1,January,4,Tuesday,Outflow,Bills,-2605.3
ACC09069,Vincent Munoz,Savings,Los Angeles,Credit,8500.58,4874.89,USD,2023-02-23,2023,2,February,23,Thursday,Inflow,Food,8500.58
ACC09070,Christopher Howard,Fixed Deposit,Phoenix,Credit,2307.16,1562.81,EUR,2023-11-06,2023,11,November,6,Monday,Inflow,Transfer,2307.16
ACC09071,Paul Mercado,Current,Phoenix,Debit,3946.62,46282.14,GBP,2022-11-20,2022,11,November,20,Sunday,Outflow,Transfer,-3035.86
ACC09072,Carly Daniels,Savings,Phoenix,Debit,896.45,607.65,JPY,2023-11-15,2023,11,November,15,Wednesday,Outflow,Bills,-896.45
ACC09073,Kirk Duncan,Recurring Deposit,Phoenix,Debit,6946.62,7756.3,USD,2024-11-09,2024,11,November,9,Saturday,Outflow,Salary,-5343.55
ACC09074,Julie Johnson,Current,Phoenix,Debit,7170.93,75901.48,USD,2022-02-24,2022,2,February,24,Thursday,Outflow,Shopping,-7170.93
ACC09075,Craig Stevens,Current,Phoenix,Debit,779.65,15203.58,GBP,2024-02-21,2024,2,February,21,Wednesday,Outflow,Salary,-779.65
ACC09076,Nicole Becker,Recurring Deposit,Phoenix,Debit,5945.04,12922.06,JPY,2023-07-23,2023,7,July,23,Sunday,Outflow,Bills,-4573.11
ACC09077,Maria Robinson,Savings,Houston,Debit,2491.05,87248.07,GBP,2022-12-06,2022,12,December,6,Tuesday,Outflow,Food,-2491.05
ACC09078,Tyler Henry,Fixed Deposit,Phoenix,Debit,5559.97,83211.23,USD,2022-01-14,2022,1,January,14,Friday,Outflow,Transfer,-5559.97
ACC09079,Allen Blackburn,Current,Chicago,Debit,3960.35,54085.39,GBP,2024-12-10,2024,12,December,10,Tuesday,Outflow,Transfer,-3960.35
ACC09080,Angela Torres,Savings,Chicago,Credit,7931.68,64328.71,GBP,2024-10-01,2024,10,October,1,Tuesday,Inflow,Transfer,3965.84
ACC09081,Russell Pace,Fixed Deposit,Phoenix,Credit,4895.14,6837.32,JPY,2022-02-27,2022,2,February,27,Sunday,Inflow,Bills,3765.49
ACC09082,Charles Rice,Savings,Chicago,Debit,12916.05,30104.89,JPY,2024-05-04,2024,5,May,4,Saturday,Outflow,Shopping,-9935.42
ACC09083,Ryan Jones,Savings,Chicago,Credit,1369.63,78622.41,GBP,2023-04-09,2023,4,April,9,Sunday,Inflow,Food,1053.56
ACC09084,Taylor Reid,Fixed Deposit,Los Angeles,Debit,330.96,90054.45,USD,2023-07-14,2023,7,July,14,Friday,Outflow,Food,-330.96
ACC09085,Natasha Howard,Fixed Deposit,Chicago,Credit,5391.06,33161.26,USD,2023-02-15,2023,2,February,15,Wednesday,Inflow,Food,5391.06
ACC09086,Tina Nelson,Recurring Deposit,San Diego,Credit,1281.74,49179.22,GBP,2023-12-13,2023,12,December,13,Wednesday,Inflow,Food,1281.74
ACC09087,Mary Brewer,Savings,Phoenix,Debit,5652.35,55010.77,EUR,2024-07-12,2024,7,July,12,Friday,Outflow,Bills,-5652.35
ACC09088,Deanna Barajas,Current,Los Angeles,Debit,5223.67,8002.65,INR,2024-09-04,2024,9,September,4,Wednesday,Outflow,Bills,-5223.67
ACC09089,Latoya Valdez,Recurring Deposit,Phoenix,Credit,4516.49,4973.01,INR,2023-11-05,2023,11,November,5,Sunday,Inflow,Shopping,1737.11
ACC09090,Ashley Guzman,Fixed Deposit,Phoenix,Debit,15469.86,33950.0,EUR,2023-05-29,2023,5,May,29,Monday,Outflow,Shopping,-15469.86
ACC09091,Joseph Jimenez,Savings,Phoenix,Debit,8090.4,34840.7,JPY,2024-10-11,2024,10,October,11,Friday,Outflow,Shopping,-8090.4
ACC09092,Carlos Mendez,Fixed Deposit,Los Angeles,Credit,3111.48,97079.63,USD,2024-11-13,2024,11,November,13,Wednesday,Inflow,Bills,3111.48
ACC09093,Lisa Hogan,Fixed Deposit,Phoenix,Debit,3826.42,18475.85,GBP,2022-03-15,2022,3,March,15,Tuesday,Outflow,Transfer,-3826.42
ACC09094,Julie Johnson,Recurring Deposit,San Diego,Debit,6911.19,87143.66,JPY,2024-03-18,2024,3,March,18,Monday,Outflow,Bills,-6911.19
ACC09095,John Jones,Savings,Phoenix,Debit,1134.72,26142.59,USD,2022-09-08,2022,9,September,8,Thursday,Outflow,Food,-1134.72
ACC09096,Dwayne Carpenter,Recurring Deposit,Los Angeles,Debit,4591.71,35492.08,EUR,2024-10-28,2024,10,October,28,Monday,Outflow,Shopping,-4591.71
ACC09097,William Robinson,Savings,Phoenix,Credit,3063.39,3956.33,GBP,2022-03-08,2022,3,March,8,Tuesday,Inflow,Salary,3063.39
ACC09098,Monica Barnett,Recurring Deposit,Phoenix,Credit,10754.04,58751.8,JPY,2023-02-18,2023,2,February,18,Saturday,Inflow,Shopping,8272.34
ACC09099,Kelly Smith,Recurring Deposit,Phoenix,Debit,585.61,72412.61,USD,2023-07-18,2023,7,July,18,Tuesday,Outflow,Transfer,-585.61
ACC09100,Christina Mullins,Recurring Deposit,Phoenix,Debit,5229.16,69778.72,GBP,2024-03-17,2024,3,March,17,Sunday,Outflow,Food,-4022.43
ACC09101,Michael Cortez,Fixed Deposit,San Diego,Debit,1128.46,15433.52,EUR,2023-05-08,2023,5,May,8,Monday,Outflow,Food,-1128.46
ACC09102,Joel Davis,Savings,Phoenix,Debit,6033.52,98623.02,GBP,2024-10-19,2024,10,October,19,Saturday,Outflow,Food,-4641.17
ACC09103,Lori Brown,Fixed Deposit,Phoenix,Credit,3437.29,53017.11,USD,2023-08-24,2023,8,August,24,Thursday,Inflow,Salary,3437.29
ACC09104,Sydney Anderson,Current,Los Angeles,Debit,3724.24,21030.89,EUR,2023-10-04,2023,10,October,4,Wednesday,Outflow,Shopping,-3724.24
ACC09105,Jessica Sanford,Fixed Deposit,Los Angeles,Credit,5876.39,25059.25,USD,2024-08-19,2024,8,August,19,Monday,Inflow,Food,5876.39
ACC09106,Joseph Davis,Current,Chicago,Credit,4964.26,96173.26,INR,2022-09-28,2022,9,September,28,Wednesday,Inflow,Food,4964.26
ACC09107,Jenny Taylor,Current,Chicago,Credit,1910.6,62185.4,INR,2024-08-12,2024,8,August,12,Monday,Inflow,Shopping,1910.6
ACC09108,Kevin Davis,Fixed Deposit,Phoenix,Debit,537.54,37174.11,EUR,2024-12-28,2024,12,December,28,Saturday,Outflow,Transfer,-413.49
ACC09109,John Hall,Current,Phoenix,Credit,864.99,15297.02,JPY,2022-03-19,2022,3,March,19,Saturday,Inflow,Shopping,665.38
ACC09110,Sara Miller,Recurring Deposit,Houston,Debit,1981.8,62687.33,EUR,2022-05-13,2022,5,May,13,Friday,Outflow,Food,-1981.8
ACC09111,Maria King,Fixed Deposit,Houston,Debit,3781.81,89699.1,JPY,2023-12-05,2023,12,December,5,Tuesday,Outflow,Shopping,-3781.81
ACC09112,Walter Miles,Recurring Deposit,Phoenix,Debit,3203.07,54901.47,GBP,2024-02-15,2024,2,February,15,Thursday,Outflow,Shopping,-3203.07
ACC09113,Travis Perez,Current,Phoenix,Debit,3872.87,47460.33,GBP,2022-07-15,2022,7,July,15,Friday,Outflow,Bills,-3872.87
ACC09114,Maurice Snyder,Fixed Deposit,Houston,Debit,7078.24,29332.71,USD,2023-11-23,2023,11,November,23,Thursday,Outflow,Shopping,-7078.24
ACC09115,Matthew Perez,Savings,Phoenix,Credit,2071.81,92719.26,EUR,2024-01-09,2024,1,January,9,Tuesday,Inflow,Bills,2071.81
ACC09116,Michael Mcpherson,Recurring Deposit,Phoenix,Debit,7295.77,95890.6,INR,2024-08-10,2024,8,August,10,Saturday,Outflow,Transfer,-5612.13
ACC09117,Vanessa Price,Current,New York,Debit,3677.0,5406.91,JPY,2023-09-11,2023,9,September,11,Monday,Outflow,Food,-3677.0
ACC09118,Wayne Clark,Savings,Chicago,Debit,7551.27,51461.41,USD,2024-02-05,2024,2,February,5,Monday,Outflow,Salary,-7551.27
ACC09119,Brandon Garza,Savings,Phoenix,Debit,5175.11,55846.62,USD,2022-02-12,2022,2,February,12,Saturday,Outflow,Transfer,-3980.85
ACC09120,Melanie Edwards,Recurring Deposit,Houston,Debit,9256.89,49602.02,INR,2024-10-08,2024,10,October,8,Tuesday,Outflow,Shopping,-9256.89
ACC09121,Steven Berry,Current,Phoenix,Debit,6857.63,71229.89,JPY,2023-09-30,2023,9,September,30,Saturday,Outflow,Food,-5275.1
ACC09122,Joan Vasquez,Recurring Deposit,Phoenix,Debit,6549.48,85396.76,INR,2024-09-24,2024,9,September,24,Tuesday,Outflow,Salary,-6549.48
ACC09123,Brandon Cohen,Savings,San Diego,Debit,2600.43,67412.77,INR,2022-11-06,2022,11,November,6,Sunday,Outflow,Bills,-2000.33
ACC09124,Lucas Stephens,Current,Houston,Debit,7446.68,21908.77,JPY,2024-01-11,2024,1,January,11,Thursday,Outflow,Food,-7446.68
ACC09125,Heather Fischer,Fixed Deposit,Phoenix,Debit,9361.46,40261.15,INR,2022-12-23,2022,12,December,23,Friday,Outflow,Shopping,-9361.46
ACC09126,Ricky Williams,Fixed Deposit,Phoenix,Debit,4862.74,32141.41,USD,2022-06-03,2022,6,June,3,Friday,Outflow,Bills,-4862.74
ACC09127,Patrick Colon,Fixed Deposit,San Diego,Debit,2696.31,94022.13,INR,2022-12-19,2022,12,December,19,Monday,Outflow,Food,-2696.31
ACC09128,William Flores,Savings,Phoenix,Debit,8691.72,90765.76,JPY,2023-11-04,2023,11,November,4,Saturday,Outflow,Bills,-6685.94
ACC09129,Brianna Perry DDS,Current,Phoenix,Debit,7241.27,29638.14,INR,2024-08-11,2024,8,August,11,Sunday,Outflow,Bills,-5570.21
ACC09130,Jean Soto,Recurring Deposit,Chicago,Debit,11188.74,58131.38,JPY,2024-09-18,2024,9,September,18,Wednesday,Outflow,Transfer,-11188.74
ACC09131,Kristy Taylor,Fixed Deposit,Phoenix,Credit,6169.02,9625.24,GBP,2024-06-23,2024,6,June,23,Sunday,Inflow,Bills,4745.4
ACC09132,Connie Griffin,Savings,San Diego,Debit,3088.92,10214.48,JPY,2024-01-17,2024,1,January,17,Wednesday,Outflow,Bills,-3088.92
ACC09133,Marcus Haas,Recurring Deposit,Phoenix,Debit,4728.71,26191.82,JPY,2023-06-24,2023,6,June,24,Saturday,Outflow,Bills,-3637.47
ACC09134,Amanda Lawrence,Recurring Deposit,Phoenix,Credit,2190.68,54930.26,JPY,2023-02-11,2023,2,February,11,Saturday,Inflow,Food,1685.14
ACC09135,Lydia Russell,Recurring Deposit,Phoenix,Debit,3424.34,33895.93,INR,2023-07-08,2023,7,July,8,Saturday,Outflow,Salary,-2634.11
ACC09136,Joseph Smith,Current,Los Angeles,Debit,539.21,5083.12,INR,2024-10-29,2024,10,October,29,Tuesday,Outflow,Bills,-539.21
ACC09137,Kevin Stephens,Savings,Phoenix,Debit,3894.96,10222.85,USD,2022-02-27,2022,2,February,27,Sunday,Outflow,Salary,-2996.12
ACC09138,Eric Moore,Recurring Deposit,Phoenix,Credit,6784.6,96748.84,INR,2022-11-28,2022,11,November,28,Monday,Inflow,Salary,6784.6
ACC09139,Nicole Delgado,Fixed Deposit,Phoenix,Debit,11936.86,8998.74,INR,2024-05-21,2024,5,May,21,Tuesday,Outflow,Bills,-11936.86
ACC09140,John Nguyen,Current,Phoenix,Debit,2518.67,44930.53,JPY,2023-09-12,2023,9,September,12,Tuesday,Outflow,Food,-2518.67
ACC09141,John Nelson,Fixed Deposit,Phoenix,Debit,6657.34,77001.0,GBP,2022-10-08,2022,10,October,8,Saturday,Outflow,Transfer,-5121.03
ACC09142,Tim Brown,Current,Phoenix,Credit,4014.71,3858.8,EUR,2022-05-21,2022,5,May,21,Saturday,Inflow,Shopping,3088.24
ACC09143,Jeffrey Fuller,Savings,Chicago,Debit,3224.14,14633.45,INR,2023-10-29,2023,10,October,29,Sunday,Outflow,Transfer,-2480.11
ACC09144,Mary Gross,Recurring Deposit,Phoenix,Debit,1337.08,7480.49,USD,2024-07-24,2024,7,July,24,Wednesday,Outflow,Shopping,-1337.08
ACC09145,Shelby Nichols,Current,San Diego,Debit,8776.97,59175.29,USD,2022-06-29,2022,6,June,29,Wednesday,Outflow,Food,-8776.97
ACC09146,Eric Stone,Current,Phoenix,Debit,770.49,74846.4,USD,2022-06-28,2022,6,June,28,Tuesday,Outflow,Transfer,-770.49
ACC09147,Jessica House,Savings,Phoenix,Debit,4520.65,45828.91,GBP,2023-05-29,2023,5,May,29,Monday,Outflow,Salary,-4520.65
ACC09148,John Sanchez,Current,Phoenix,Debit,974.56,97467.04,INR,2022-05-20,2022,5,May,20,Friday,Outflow,Salary,-974.56
ACC09149,Joshua Bruce,Recurring Deposit,Phoenix,Debit,2768.49,73203.72,JPY,2024-01-07,2024,1,January,7,Sunday,Outflow,Food,-2129.61
ACC09150,Julie Wise,Savings,Phoenix,Debit,8470.13,5719.87,INR,2024-09-12,2024,9,September,12,Thursday,Outflow,Transfer,-8470.13
ACC09151,Kelly Powell,Current,Phoenix,Debit,1295.4,47035.26,GBP,2024-07-09,2024,7,July,9,Tuesday,Outflow,Bills,-1295.4
ACC09152,Lee Willis,Fixed Deposit,Phoenix,Debit,4217.94,29612.41,GBP,2022-08-11,2022,8,August,11,Thursday,Outflow,Shopping,-4217.94
ACC09153,Erica Welch MD,Savings,Chicago,Credit,7464.53,95799.6,INR,2024-09-30,2024,9,September,30,Monday,Inflow,Transfer,7464.53
ACC09154,David Reeves,Fixed Deposit,Phoenix,Debit,4418.39,97303.6,EUR,2024-07-11,2024,7,July,11,Thursday,Outflow,Bills,-4418.39
ACC09155,Audrey Hudson,Current,Phoenix,Credit,5940.14,37144.3,USD,2023-03-19,2023,3,March,19,Sunday,Inflow,Food,4569.34
ACC09156,Donna Davis,Fixed Deposit,Phoenix,Credit,8746.08,76449.36,INR,2022-02-04,2022,2,February,4,Friday,Inflow,Shopping,4373.04
ACC09157,Shannon Jackson,Current,San Diego,Debit,6453.29,95713.29,GBP,2022-12-19,2022,12,December,19,Monday,Outflow,Bills,-6453.29
ACC09158,Dawn Miller,Recurring Deposit,Los Angeles,Debit,7322.67,15381.86,GBP,2024-10-21,2024,10,October,21,Monday,Outflow,Transfer,-7322.67
ACC09159,Lisa Brown,Fixed Deposit,Phoenix,Debit,5235.35,62819.04,JPY,2022-01-09,2022,1,January,9,Sunday,Outflow,Food,-4027.19
ACC09160,Derrick Parker,Savings,Philadelphia,Debit,3559.83,55370.53,JPY,2023-07-10,2023,7,July,10,Monday,Outflow,Salary,-3559.83
ACC09161,Kristine Fowler,Recurring Deposit,Los Angeles,Debit,922.63,1272.11,INR,2024-01-11,2024,1,January,11,Thursday,Outflow,Salary,-922.63
ACC09162,David Oneill,Current,Houston,Debit,2242.01,54024.37,INR,2024-09-01,2024,9,September,1,Sunday,Outflow,Food,-1724.62
ACC09163,Kerri Reid,Recurring Deposit,Phoenix,Debit,4306.77,88305.29,GBP,2023-12-20,2023,12,December,20,Wednesday,Outflow,Food,-4306.77
ACC09164,David Jefferson,Fixed Deposit,Phoenix,Debit,584.74,86778.35,INR,2023-05-04,2023,5,May,4,Thursday,Outflow,Bills,-584.74
ACC09165,Anna Wilson,Recurring Deposit,Phoenix,Debit,2054.69,61268.7,INR,2023-08-20,2023,8,August,20,Sunday,Outflow,Salary,-1580.53
ACC09166,Christina Smith,Savings,San Diego,Debit,2553.88,11543.41,EUR,2024-12-05,2024,12,December,5,Thursday,Outflow,Bills,-2553.88
ACC09167,Daniel Smith,Savings,Chicago,Debit,1510.55,57962.81,EUR,2024-02-25,2024,2,February,25,Sunday,Outflow,Salary,-1161.96
ACC09168,Pamela Mason,Recurring Deposit,San Diego,Credit,1622.85,49656.94,GBP,2022-09-08,2022,9,September,8,Thursday,Inflow,Bills,1622.85
ACC09169,Arthur Wade,Current,Phoenix,Credit,4556.8,36143.09,EUR,2024-09-27,2024,9,September,27,Friday,Inflow,Bills,4556.8
ACC09170,Andrew Gonzalez,Recurring Deposit,Phoenix,Credit,3049.47,44121.53,GBP,2023-11-30,2023,11,November,30,Thursday,Inflow,Food,3049.47
ACC09171,Jamie Davis,Recurring Deposit,New York,Credit,10881.12,11236.45,EUR,2022-12-01,2022,12,December,1,Thursday,Inflow,Food,5440.56
ACC09172,David Johnston,Savings,Philadelphia,Debit,2452.47,26441.98,INR,2023-03-20,2023,3,March,20,Monday,Outflow,Bills,-2452.47
ACC09173,Gabriel Buchanan,Recurring Deposit,Chicago,Credit,3014.85,85308.75,GBP,2022-04-21,2022,4,April,21,Thursday,Inflow,Salary,3014.85
ACC09174,Karen Elliott,Current,Phoenix,Credit,3959.02,69001.56,USD,2024-02-16,2024,2,February,16,Friday,Inflow,Shopping,3959.02
ACC09175,Larry Hood,Current,Phoenix,Credit,1704.56,69873.35,GBP,2024-03-06,2024,3,March,6,Wednesday,Inflow,Bills,1704.56
ACC09176,Justin Kelley,Recurring Deposit,Phoenix,Credit,9506.78,80490.45,GBP,2023-08-01,2023,8,August,1,Tuesday,Inflow,Bills,4753.39
ACC09177,Lisa Chavez MD,Fixed Deposit,Phoenix,Credit,1352.5,24458.27,USD,2024-05-13,2024,5,May,13,Monday,Inflow,Food,1352.5
ACC09178,Colleen Garcia,Recurring Deposit,Philadelphia,Debit,1875.05,14266.0,GBP,2022-10-05,2022,10,October,5,Wednesday,Outflow,Bills,-1875.05
ACC09179,Amy Price,Savings,Phoenix,Debit,2822.39,63219.45,JPY,2023-07-01,2023,7,July,1,Saturday,Outflow,Shopping,-2171.07
ACC09180,Earl Padilla,Fixed Deposit,Philadelphia,Credit,3959.34,34779.92,JPY,2023-03-01,2023,3,March,1,Wednesday,Inflow,Bills,1979.67
ACC09181,Nicole Mata,Current,Chicago,Debit,3468.22,9057.32,GBP,2023-12-21,2023,12,December,21,Thursday,Outflow,Bills,-3468.22
ACC09182,Denise Jones,Recurring Deposit,Chicago,Debit,1984.69,7771.28,INR,2023-11-02,2023,11,November,2,Thursday,Outflow,Salary,-1984.69
ACC09183,Lee Johnson,Recurring Deposit,Los Angeles,Credit,2841.25,43327.75,GBP,2023-10-12,2023,10,October,12,Thursday,Inflow,Shopping,2841.25
ACC09184,Anthony Mitchell,Recurring Deposit,Chicago,Debit,7011.2,69253.66,GBP,2024-11-25,2024,11,November,25,Monday,Outflow,Shopping,-7011.2
ACC09185,Mindy Brown,Fixed Deposit,Phoenix,Debit,7426.73,62447.59,USD,2022-02-16,2022,2,February,16,Wednesday,Outflow,Shopping,-7426.73
ACC09186,Adrian Pierce,Savings,San Diego,Debit,51.25,56686.49,EUR,2024-08-11,2024,8,August,11,Sunday,Outflow,Salary,-39.42
ACC09187,Tiffany Mcdaniel,Recurring Deposit,Phoenix,Debit,5919.22,68820.03,JPY,2023-02-11,2023,2,February,11,Saturday,Outflow,Shopping,-4553.25
ACC09188,Sharon Williamson,Current,Phoenix,Credit,884.86,10593.52,GBP,2022-05-04,2022,5,May,4,Wednesday,Inflow,Food,442.43
ACC09189,Charles Solomon,Fixed Deposit,Phoenix,Debit,6210.22,26153.37,EUR,2023-12-31,2023,12,December,31,Sunday,Outflow,Transfer,-4777.09
ACC09190,Kimberly Dean,Fixed Deposit,Philadelphia,Debit,8134.4,97697.0,EUR,2023-02-04,2023,2,February,4,Saturday,Outflow,Shopping,-6257.23
ACC09191,Alicia Young,Fixed Deposit,Phoenix,Debit,2941.18,83485.56,USD,2022-06-19,2022,6,June,19,Sunday,Outflow,Food,-2262.45
ACC09192,William Hughes,Savings,Phoenix,Credit,7562.2,78926.57,GBP,2024-09-12,2024,9,September,12,Thursday,Inflow,Bills,7562.2
ACC09193,Scott Bell,Current,Chicago,Debit,1752.69,64395.27,GBP,2022-04-05,2022,4,April,5,Tuesday,Outflow,Bills,-1752.69
ACC09194,Anthony Jones,Current,Phoenix,Debit,6767.43,6504.91,USD,2023-10-19,2023,10,October,19,Thursday,Outflow,Shopping,-6767.43
ACC09195,Richard Patton,Current,Phoenix,Debit,6145.27,67590.17,JPY,2023-12-01,2023,12,December,1,Friday,Outflow,Bills,-6145.27
ACC09196,Grace Griffin,Fixed Deposit,Phoenix,Credit,865.67,26500.15,EUR,2023-02-27,2023,2,February,27,Monday,Inflow,Food,865.67
ACC09197,Darryl Richardson,Recurring Deposit,Phoenix,Debit,3149.93,6414.38,INR,2024-10-12,2024,10,October,12,Saturday,Outflow,Shopping,-2423.02
ACC09198,Heather Bowman,Fixed Deposit,San Diego,Debit,716.43,82629.13,INR,2022-05-13,2022,5,May,13,Friday,Outflow,Food,-716.43
ACC09199,Tracie Mitchell,Savings,San Antonio,Debit,1191.0,14878.17,GBP,2022-12-28,2022,12,December,28,Wednesday,Outflow,Shopping,-1191.0
ACC09200,Frances Robinson,Fixed Deposit,Philadelphia,Debit,10047.44,40355.82,EUR,2023-09-23,2023,9,September,23,Saturday,Outflow,Bills,-7728.8
ACC09201,Emily Hendrix,Recurring Deposit,Houston,Debit,6186.04,73386.14,INR,2022-03-05,2022,3,March,5,Saturday,Outflow,Shopping,-4758.49
ACC09202,Alexis Green,Fixed Deposit,Phoenix,Debit,1965.92,12906.09,USD,2024-07-23,2024,7,July,23,Tuesday,Outflow,Bills,-1965.92
ACC09203,Mary Moore,Fixed Deposit,Phoenix,Debit,474.07,68585.55,INR,2023-01-05,2023,1,January,5,Thursday,Outflow,Shopping,-474.07
ACC09204,Matthew Hamilton,Recurring Deposit,Phoenix,Debit,676.51,78950.29,GBP,2023-07-20,2023,7,July,20,Thursday,Outflow,Shopping,-676.51
ACC09205,Kristen White,Savings,Chicago,Debit,2875.72,36854.94,JPY,2023-05-31,2023,5,May,31,Wednesday,Outflow,Food,-2875.72
ACC09206,Amber Thomas MD,Current,San Diego,Credit,7997.71,71580.56,EUR,2024-03-26,2024,3,March,26,Tuesday,Inflow,Food,7997.71
ACC09207,Amanda Johnson,Recurring Deposit,Phoenix,Debit,5665.68,40053.56,USD,2022-02-24,2022,2,February,24,Thursday,Outflow,Food,-5665.68
ACC09208,Mrs. Rachel Gilbert,Savings,San Diego,Debit,2963.85,96595.23,INR,2024-11-22,2024,11,November,22,Friday,Outflow,Bills,-2963.85
ACC09209,Michael Smith,Current,Chicago,Debit,2969.56,16959.2,JPY,2022-05-09,2022,5,May,9,Monday,Outflow,Salary,-2969.56
ACC09210,Andre Allen,Fixed Deposit,Phoenix,Debit,4002.23,38598.6,JPY,2023-12-26,2023,12,December,26,Tuesday,Outflow,Bills,-4002.23
ACC09211,Samantha Gross,Fixed Deposit,Phoenix,Debit,7078.35,28475.61,GBP,2023-02-22,2023,2,February,22,Wednesday,Outflow,Bills,-7078.35
ACC09212,Brandon Young,Fixed Deposit,Phoenix,Debit,1864.29,38333.48,GBP,2023-06-25,2023,6,June,25,Sunday,Outflow,Shopping,-1434.07
ACC09213,Aaron Coleman,Recurring Deposit,Phoenix,Credit,3949.62,63165.75,JPY,2023-08-30,2023,8,August,30,Wednesday,Inflow,Bills,3949.62
ACC09214,Christopher Baker,Current,Phoenix,Debit,1472.73,82957.3,GBP,2023-08-06,2023,8,August,6,Sunday,Outflow,Bills,-1132.87
ACC09215,Andrea Jenkins,Fixed Deposit,Phoenix,Credit,3727.09,81659.62,USD,2024-05-10,2024,5,May,10,Friday,Inflow,Food,3727.09
ACC09216,Sarah Avery,Fixed Deposit,Chicago,Credit,5867.86,76817.61,INR,2024-06-03,2024,6,June,3,Monday,Inflow,Transfer,2933.93
ACC09217,Susan Peters,Fixed Deposit,Phoenix,Debit,747.94,97360.43,GBP,2022-03-30,2022,3,March,30,Wednesday,Outflow,Food,-747.94
ACC09218,Christine Kennedy,Recurring Deposit,New York,Debit,4003.88,71526.6,USD,2024-04-22,2024,4,April,22,Monday,Outflow,Shopping,-4003.88
ACC09219,James Lopez,Current,Phoenix,Debit,2178.81,73026.86,USD,2023-07-11,2023,7,July,11,Tuesday,Outflow,Shopping,-2178.81
ACC09220,Jennifer Cox,Fixed Deposit,Phoenix,Credit,3138.78,49406.31,JPY,2022-10-16,2022,10,October,16,Sunday,Inflow,Salary,2414.45
ACC09221,Derek Gilmore,Current,Chicago,Credit,2049.01,76528.51,INR,2024-09-21,2024,9,September,21,Saturday,Inflow,Transfer,1576.16
ACC09222,Lisa Williamson,Recurring Deposit,Phoenix,Debit,3659.14,78103.65,JPY,2022-07-14,2022,7,July,14,Thursday,Outflow,Transfer,-3659.14
ACC09223,Laura Adkins,Current,San Diego,Debit,4518.18,31703.88,GBP,2023-10-14,2023,10,October,14,Saturday,Outflow,Bills,-3475.52
ACC09224,Anita Scott,Savings,Phoenix,Credit,5472.58,29275.39,GBP,2024-04-15,2024,4,April,15,Monday,Inflow,Bills,5472.58
ACC09225,Derrick Herrera,Current,Phoenix,Debit,4330.15,53501.18,EUR,2022-08-30,2022,8,August,30,Tuesday,Outflow,Food,-4330.15
ACC09226,Brittany Shepard,Current,Phoenix,Debit,1591.86,52814.9,JPY,2022-01-24,2022,1,January,24,Monday,Outflow,Shopping,-1591.86
ACC09227,Joan Calderon,Recurring Deposit,Phoenix,Debit,5676.1,43620.63,USD,2022-11-03,2022,11,November,3,Thursday,Outflow,Transfer,-5676.1
ACC09228,James Fitzgerald,Current,San Diego,Debit,6650.83,98915.09,INR,2024-07-09,2024,7,July,9,Tuesday,Outflow,Shopping,-6650.83
ACC09229,Kevin Ballard Jr.,Fixed Deposit,Phoenix,Debit,2324.82,81787.41,GBP,2023-02-12,2023,2,February,12,Sunday,Outflow,Food,-1788.32
ACC09230,Robert Baker,Current,Phoenix,Debit,2556.6,79309.07,USD,2023-09-25,2023,9,September,25,Monday,Outflow,Food,-2556.6
ACC09231,Donald Jones,Fixed Deposit,Phoenix,Debit,2134.3,88219.42,EUR,2022-10-28,2022,10,October,28,Friday,Outflow,Shopping,-2134.3
